지점명,일시,일강수량(mm)
경기,2018-09-20,5.7
경기,2018-09-21,20
경기,2018-09-22,0.5
경기,2018-09-23,1.3
경기,2018-09-24,
경기,2018-09-25,
경기,2018-09-26,
경기,2018-09-27,
경기,2018-09-28,
경기,2018-09-29,
경기,2018-09-30,
경기,2018-10-01,0.1
경기,2018-10-02,
경기,2018-10-03,
경기,2018-10-04,
경기,2018-10-05,27.2
경기,2018-10-06,76
경기,2018-10-07,
경기,2018-10-08,
경기,2018-10-09,
경기,2018-10-10,3
경기,2018-10-11,
경기,2018-10-12,
경기,2018-10-13,
경기,2018-10-14,
경기,2018-10-15,
경기,2018-10-16,
경기,2018-10-17,
경기,2018-10-18,3.8
경기,2018-10-19,
경기,2018-10-20,
경기,2018-10-21,
경기,2018-10-22,
경기,2018-10-23,5.9
경기,2018-10-24,
경기,2018-10-25,
경기,2018-10-26,7.2
경기,2018-10-27,0
경기,2018-10-28,9.4
경기,2018-10-29,0.1
경기,2018-10-30,0
경기,2018-10-31,0
경기,2018-11-01,
경기,2018-11-02,
경기,2018-11-03,
경기,2018-11-04,
경기,2018-11-05,
경기,2018-11-06,
경기,2018-11-07,1.7
경기,2018-11-08,64
경기,2018-11-09,0
경기,2018-11-10,
경기,2018-11-11,0
경기,2018-11-12,
경기,2018-11-13,
경기,2018-11-14,
경기,2018-11-15,
경기,2018-11-16,
경기,2018-11-17,
경기,2018-11-18,
경기,2018-11-19,
경기,2018-11-20,
경기,2018-11-21,5.4
경기,2018-11-22,
경기,2018-11-23,
경기,2018-11-24,7
경기,2018-11-25,
경기,2018-11-26,
경기,2018-11-27,
경기,2018-11-28,
경기,2018-11-29,
경기,2018-11-30,
경기,2018-12-01,
경기,2018-12-02,0
경기,2018-12-03,10.3
경기,2018-12-04,10
경기,2018-12-05,
경기,2018-12-06,1
경기,2018-12-07,
경기,2018-12-08,
경기,2018-12-09,
경기,2018-12-10,
경기,2018-12-11,0
경기,2018-12-12,
경기,2018-12-13,2.7
경기,2018-12-14,
경기,2018-12-15,
경기,2018-12-16,0
경기,2018-12-17,0
경기,2018-12-18,
경기,2018-12-19,
경기,2018-12-20,
경기,2018-12-21,
경기,2018-12-22,
경기,2018-12-23,
경기,2018-12-24,
경기,2018-12-25,0.1
경기,2018-12-26,
경기,2018-12-27,
경기,2018-12-28,
경기,2018-12-29,
경기,2018-12-30,
경기,2018-12-31,
경기,2019-01-01,
경기,2019-01-02,
경기,2019-01-03,
경기,2019-01-04,
경기,2019-01-05,
경기,2019-01-06,
경기,2019-01-07,
경기,2019-01-08,
경기,2019-01-09,
경기,2019-01-10,
경기,2019-01-11,
경기,2019-01-12,
경기,2019-01-13,
경기,2019-01-14,
경기,2019-01-15,0
경기,2019-01-16,0
경기,2019-01-17,0.1
경기,2019-01-18,
경기,2019-01-19,
경기,2019-01-20,
경기,2019-01-21,0
경기,2019-01-22,
경기,2019-01-23,
경기,2019-01-24,
경기,2019-01-25,
경기,2019-01-26,
경기,2019-01-27,
경기,2019-01-28,0.4
경기,2019-01-29,
경기,2019-01-30,
경기,2019-01-31,
경기,2019-02-01,0
경기,2019-02-02,0
경기,2019-02-03,22.7
경기,2019-02-04,
경기,2019-02-05,
경기,2019-02-06,
경기,2019-02-07,0
경기,2019-02-08,
경기,2019-02-09,
경기,2019-02-10,
경기,2019-02-11,
경기,2019-02-12,0
경기,2019-02-13,
경기,2019-02-14,
경기,2019-02-15,2.6
경기,2019-02-16,0.1
경기,2019-02-17,
경기,2019-02-18,
경기,2019-02-19,8
경기,2019-02-20,0
경기,2019-02-21,
경기,2019-02-22,
경기,2019-02-23,
경기,2019-02-24,
경기,2019-02-25,
경기,2019-02-26,
경기,2019-02-27,
경기,2019-02-28,
경기,2019-03-01,
경기,2019-03-02,
경기,2019-03-03,
경기,2019-03-04,
경기,2019-03-05,
경기,2019-03-06,
경기,2019-03-07,
경기,2019-03-08,
경기,2019-03-09,
경기,2019-03-10,
경기,2019-03-11,2.7
경기,2019-03-12,
경기,2019-03-13,
경기,2019-03-14,
경기,2019-03-15,2
경기,2019-03-16,
경기,2019-03-17,
경기,2019-03-18,
경기,2019-03-19,
경기,2019-03-20,23.6
경기,2019-03-21,4.6
경기,2019-03-22,
경기,2019-03-23,1.5
경기,2019-03-24,
경기,2019-03-25,
경기,2019-03-26,
경기,2019-03-27,
경기,2019-03-28,
경기,2019-03-29,
경기,2019-03-30,4.7
경기,2019-03-31,0.5
경기,2019-04-01,
경기,2019-04-02,
경기,2019-04-03,
경기,2019-04-04,
경기,2019-04-05,
경기,2019-04-06,0
경기,2019-04-07,
경기,2019-04-08,
경기,2019-04-09,18.1
경기,2019-04-10,2.8
경기,2019-04-11,0
경기,2019-04-12,
경기,2019-04-13,
경기,2019-04-14,0.6
경기,2019-04-15,
경기,2019-04-16,
경기,2019-04-17,
경기,2019-04-18,0
경기,2019-04-19,
경기,2019-04-20,0.1
경기,2019-04-21,0.8
경기,2019-04-22,
경기,2019-04-23,0
경기,2019-04-24,12.9
경기,2019-04-25,5.8
경기,2019-04-26,1.9
경기,2019-04-27,
경기,2019-04-28,0
경기,2019-04-29,0.6
경기,2019-04-30,
경기,2019-05-01,
경기,2019-05-02,
경기,2019-05-03,
경기,2019-05-04,
경기,2019-05-05,
경기,2019-05-06,0
경기,2019-05-07,
경기,2019-05-08,
경기,2019-05-09,
경기,2019-05-10,
경기,2019-05-11,
경기,2019-05-12,
경기,2019-05-13,0
경기,2019-05-14,
경기,2019-05-15,
경기,2019-05-16,
경기,2019-05-17,
경기,2019-05-18,0
경기,2019-05-19,16.5
경기,2019-05-20,2.2
경기,2019-05-21,
경기,2019-05-22,
경기,2019-05-23,
경기,2019-05-24,
경기,2019-05-25,
경기,2019-05-26,
경기,2019-05-27,8
경기,2019-05-28,
경기,2019-05-29,
경기,2019-05-30,0
경기,2019-05-31,
경기,2019-06-01,
경기,2019-06-02,
경기,2019-06-03,
경기,2019-06-04,
경기,2019-06-05,
경기,2019-06-06,10.7
경기,2019-06-07,38.7
경기,2019-06-08,
경기,2019-06-09,1.2
경기,2019-06-10,10.1
경기,2019-06-11,
경기,2019-06-12,
경기,2019-06-13,
경기,2019-06-14,
경기,2019-06-15,0.3
경기,2019-06-16,
경기,2019-06-17,0.2
경기,2019-06-18,2.2
경기,2019-06-19,0.5
경기,2019-06-20,
경기,2019-06-21,
경기,2019-06-22,
경기,2019-06-23,0
경기,2019-06-24,
경기,2019-06-25,
경기,2019-06-26,0.2
경기,2019-06-27,0.1
경기,2019-06-28,0.7
경기,2019-06-29,3.9
경기,2019-06-30,0
경기,2019-07-01,
경기,2019-07-02,
경기,2019-07-03,0
경기,2019-07-04,
경기,2019-07-05,
경기,2019-07-06,
경기,2019-07-07,
경기,2019-07-08,0
경기,2019-07-09,
경기,2019-07-10,12.1
경기,2019-07-11,0.1
경기,2019-07-12,
경기,2019-07-13,2.3
경기,2019-07-14,
경기,2019-07-15,1.5
경기,2019-07-16,
경기,2019-07-17,0
경기,2019-07-18,
경기,2019-07-19,0.1
경기,2019-07-20,0.7
경기,2019-07-21,13.6
경기,2019-07-22,
경기,2019-07-23,
경기,2019-07-24,1.1
경기,2019-07-25,14
경기,2019-07-26,108
경기,2019-07-27,1
경기,2019-07-28,25.6
경기,2019-07-29,
경기,2019-07-30,0
경기,2019-07-31,10.8
경기,2019-08-01,3.8
경기,2019-08-02,
경기,2019-08-03,0
경기,2019-08-04,
경기,2019-08-05,
경기,2019-08-06,
경기,2019-08-07,4.7
경기,2019-08-08,
경기,2019-08-09,
경기,2019-08-10,
경기,2019-08-11,4.8
경기,2019-08-12,46.7
경기,2019-08-13,0.4
경기,2019-08-14,0
경기,2019-08-15,29.1
경기,2019-08-16,1
경기,2019-08-17,6.6
경기,2019-08-18,
경기,2019-08-19,
경기,2019-08-20,
경기,2019-08-21,0
경기,2019-08-22,0
경기,2019-08-23,
경기,2019-08-24,0
경기,2019-08-25,
경기,2019-08-26,
경기,2019-08-27,5.5
경기,2019-08-28,0
경기,2019-08-29,15.3
경기,2019-08-30,
경기,2019-08-31,0
경기,2019-09-01,
경기,2019-09-02,
경기,2019-09-03,0
경기,2019-09-04,20.5
경기,2019-09-05,80.6
경기,2019-09-06,0.9
경기,2019-09-07,0.4
경기,2019-09-08,
경기,2019-09-09,2.6
경기,2019-09-10,50.3
경기,2019-09-11,7.1
경기,2019-09-12,28.3
경기,2019-09-13,0.1
경기,2019-09-14,1.3
경기,2019-09-15,
경기,2019-09-16,
경기,2019-09-17,
경기,2019-09-18,
경기,2019-09-19,
경기,2019-09-20,
경기,2019-09-21,0
경기,2019-09-22,9.8
경기,2019-09-23,
경기,2019-09-24,
경기,2019-09-25,
경기,2019-09-26,
경기,2019-09-27,
경기,2019-09-28,
경기,2019-09-29,
경기,2019-09-30,
경기,2019-10-01,
경기,2019-10-02,25.1
경기,2019-10-03,13.2
경기,2019-10-04,
경기,2019-10-05,0.1
경기,2019-10-06,
경기,2019-10-07,25.6
경기,2019-10-08,0
경기,2019-10-09,
경기,2019-10-10,
경기,2019-10-11,
경기,2019-10-12,
경기,2019-10-13,
경기,2019-10-14,
경기,2019-10-15,
경기,2019-10-16,
경기,2019-10-17,
경기,2019-10-18,
경기,2019-10-19,
경기,2019-10-20,
경기,2019-10-21,
경기,2019-10-22,
경기,2019-10-23,
경기,2019-10-24,
경기,2019-10-25,0
경기,2019-10-26,
경기,2019-10-27,
경기,2019-10-28,2.7
경기,2019-10-29,6.4
경기,2019-10-30,
경기,2019-10-31,
경기,2019-11-01,
경기,2019-11-02,
경기,2019-11-03,
경기,2019-11-04,
경기,2019-11-05,
경기,2019-11-06,
경기,2019-11-07,
경기,2019-11-08,
경기,2019-11-09,
경기,2019-11-10,16.1
경기,2019-11-11,5.8
경기,2019-11-12,
경기,2019-11-13,5.7
경기,2019-11-14,
경기,2019-11-15,10.1
경기,2019-11-16,
경기,2019-11-17,41.6
경기,2019-11-18,10.6
경기,2019-11-19,0
경기,2019-11-20,
경기,2019-11-21,
경기,2019-11-22,
경기,2019-11-23,0
경기,2019-11-24,3.3
경기,2019-11-25,
경기,2019-11-26,
경기,2019-11-27,
경기,2019-11-28,
경기,2019-11-29,
경기,2019-11-30,
경기,2019-12-01,4.1
경기,2019-12-02,
경기,2019-12-03,1.2
경기,2019-12-04,2.6
경기,2019-12-05,
경기,2019-12-06,
경기,2019-12-07,0
경기,2019-12-08,
경기,2019-12-09,
경기,2019-12-10,1.6
경기,2019-12-11,0.7
경기,2019-12-12,
경기,2019-12-13,0.9
경기,2019-12-14,2
경기,2019-12-15,
경기,2019-12-16,0
경기,2019-12-17,6.2
경기,2019-12-18,
경기,2019-12-19,
경기,2019-12-20,0
경기,2019-12-21,0.3
경기,2019-12-22,0
경기,2019-12-23,3.7
경기,2019-12-24,
경기,2019-12-25,
경기,2019-12-26,1.8
경기,2019-12-27,
경기,2019-12-28,
경기,2019-12-29,0.6
경기,2019-12-30,0.5
경기,2019-12-31,0
경기,2020-01-01,0
경기,2020-01-02,
경기,2020-01-03,
경기,2020-01-04,
경기,2020-01-05,
경기,2020-01-06,3.9
경기,2020-01-07,50.8
경기,2020-01-08,4.4
경기,2020-01-09,
경기,2020-01-10,
경기,2020-01-11,
경기,2020-01-12,
경기,2020-01-13,
경기,2020-01-14,
경기,2020-01-15,
경기,2020-01-16,
경기,2020-01-17,
경기,2020-01-18,
경기,2020-01-19,0.4
경기,2020-01-20,0
경기,2020-01-21,
경기,2020-01-22,0
경기,2020-01-23,
경기,2020-01-24,
경기,2020-01-25,
경기,2020-01-26,
경기,2020-01-27,1.4
경기,2020-01-28,0.1
경기,2020-01-29,
경기,2020-01-30,
경기,2020-01-31,
경기,2020-02-01,
경기,2020-02-02,0
경기,2020-02-03,0.1
경기,2020-02-04,1.1
경기,2020-02-05,
경기,2020-02-06,
경기,2020-02-07,0
경기,2020-02-08,
경기,2020-02-09,
경기,2020-02-10,
경기,2020-02-11,
경기,2020-02-12,10.5
경기,2020-02-13,
경기,2020-02-14,
경기,2020-02-15,1.7
경기,2020-02-16,8
경기,2020-02-17,0.4
경기,2020-02-18,
경기,2020-02-19,
경기,2020-02-20,
경기,2020-02-21,5.1
경기,2020-02-22,4.5
경기,2020-02-23,
경기,2020-02-24,
경기,2020-02-25,22.6
경기,2020-02-26,
경기,2020-02-27,
경기,2020-02-28,5.2
경기,2020-02-29,
경기,2020-03-01,0
경기,2020-03-02,0
경기,2020-03-03,
경기,2020-03-04,0.2
경기,2020-03-05,
경기,2020-03-06,
경기,2020-03-07,
경기,2020-03-08,
경기,2020-03-09,0.2
경기,2020-03-10,7.3
경기,2020-03-11,
경기,2020-03-12,
경기,2020-03-13,0.1
경기,2020-03-14,
경기,2020-03-15,
경기,2020-03-16,
경기,2020-03-17,
경기,2020-03-18,
경기,2020-03-19,
경기,2020-03-20,
경기,2020-03-21,
경기,2020-03-22,
경기,2020-03-23,
경기,2020-03-24,
경기,2020-03-25,
경기,2020-03-26,4.1
경기,2020-03-27,7.6
경기,2020-03-28,
경기,2020-03-29,
경기,2020-03-30,
경기,2020-03-31,
경기,2020-04-01,
경기,2020-04-02,
경기,2020-04-03,
경기,2020-04-04,
경기,2020-04-05,
경기,2020-04-06,
경기,2020-04-07,
경기,2020-04-08,
경기,2020-04-09,
경기,2020-04-10,
경기,2020-04-11,
경기,2020-04-12,
경기,2020-04-13,
경기,2020-04-14,
경기,2020-04-15,
경기,2020-04-16,
경기,2020-04-17,4.1
경기,2020-04-18,
경기,2020-04-19,11.5
경기,2020-04-20,0.2
경기,2020-04-21,
경기,2020-04-22,0
경기,2020-04-23,
경기,2020-04-24,
경기,2020-04-25,
경기,2020-04-26,
경기,2020-04-27,
경기,2020-04-28,
경기,2020-04-29,
경기,2020-04-30,
경기,2020-05-01,
경기,2020-05-02,0.1
경기,2020-05-03,0.6
경기,2020-05-04,
경기,2020-05-05,2.5
경기,2020-05-06,
경기,2020-05-07,
경기,2020-05-08,3.1
경기,2020-05-09,23.2
경기,2020-05-10,0.5
경기,2020-05-11,1.2
경기,2020-05-12,1
경기,2020-05-13,
경기,2020-05-14,
경기,2020-05-15,12.6
경기,2020-05-16,1.2
경기,2020-05-17,0.1
경기,2020-05-18,36.7
경기,2020-05-19,3.9
경기,2020-05-20,
경기,2020-05-21,
경기,2020-05-22,0
경기,2020-05-23,
경기,2020-05-24,9.9
경기,2020-05-25,0
경기,2020-05-26,0.1
경기,2020-05-27,
경기,2020-05-28,
경기,2020-05-29,
경기,2020-05-30,
경기,2020-05-31,1.2
경기,2020-06-01,0.2
경기,2020-06-02,1.1
경기,2020-06-03,0.1
경기,2020-06-04,0.4
경기,2020-06-05,0
경기,2020-06-06,
경기,2020-06-07,
경기,2020-06-08,
경기,2020-06-09,
경기,2020-06-10,10.8
경기,2020-06-11,0
경기,2020-06-12,0
경기,2020-06-13,0.1
경기,2020-06-14,1.1
경기,2020-06-15,
경기,2020-06-16,
경기,2020-06-17,
경기,2020-06-18,0
경기,2020-06-19,0.4
경기,2020-06-20,
경기,2020-06-21,
경기,2020-06-22,
경기,2020-06-23,0
경기,2020-06-24,14.1
경기,2020-06-25,4.4
경기,2020-06-26,2.1
경기,2020-06-27,0
경기,2020-06-28,
경기,2020-06-29,29.5
경기,2020-06-30,26.8
경기,2020-07-01,0.5
경기,2020-07-02,0.6
경기,2020-07-03,0.5
경기,2020-07-04,1
경기,2020-07-05,
경기,2020-07-06,
경기,2020-07-07,
경기,2020-07-08,
경기,2020-07-09,
경기,2020-07-10,0.8
경기,2020-07-11,
경기,2020-07-12,4.8
경기,2020-07-13,47.2
경기,2020-07-14,16.2
경기,2020-07-15,0.2
경기,2020-07-16,
경기,2020-07-17,
경기,2020-07-18,
경기,2020-07-19,35.6
경기,2020-07-20,1.8
경기,2020-07-21,
경기,2020-07-22,92.9
경기,2020-07-23,90.1
경기,2020-07-24,1.4
경기,2020-07-25,
경기,2020-07-26,0
경기,2020-07-27,1.9
경기,2020-07-28,1.9
경기,2020-07-29,87
경기,2020-07-30,0.2
경기,2020-07-31,0.1
경기,2020-08-01,28.7
경기,2020-08-02,86.7
경기,2020-08-03,96.9
경기,2020-08-04,0.2
경기,2020-08-05,20.5
경기,2020-08-06,131.5
경기,2020-08-07,0.2
경기,2020-08-08,12.3
경기,2020-08-09,134.2
경기,2020-08-10,22.3
경기,2020-08-11,16.2
경기,2020-08-12,0
경기,2020-08-13,0
경기,2020-08-14,0
경기,2020-08-15,46.6
경기,2020-08-16,
경기,2020-08-17,
경기,2020-08-18,
경기,2020-08-19,
경기,2020-08-20,
경기,2020-08-21,0
경기,2020-08-22,30.2
경기,2020-08-23,
경기,2020-08-24,
경기,2020-08-25,0
경기,2020-08-26,1
경기,2020-08-27,10.9
경기,2020-08-28,2.3
경기,2020-08-29,18.3
경기,2020-08-30,0.1
경기,2020-08-31,0.2
경기,2020-09-01,0.4
경기,2020-09-02,17.9
경기,2020-09-03,31.5
경기,2020-09-04,
경기,2020-09-05,0
경기,2020-09-06,9.4
경기,2020-09-07,59.9
경기,2020-09-08,
경기,2020-09-09,10.8
경기,2020-09-10,0
경기,2020-09-11,6.3
경기,2020-09-12,8.3
경기,2020-09-13,
경기,2020-09-14,
경기,2020-09-15,
경기,2020-09-16,0
경기,2020-09-17,
경기,2020-09-18,
경기,2020-09-19,10.2
경기,2020-09-20,
경기,2020-09-21,
경기,2020-09-22,
경기,2020-09-23,
경기,2020-09-24,
경기,2020-09-25,
경기,2020-09-26,
경기,2020-09-27,
경기,2020-09-28,
경기,2020-09-29,
경기,2020-09-30,8.7
경기,2020-10-01,
경기,2020-10-02,0
경기,2020-10-03,21.9
경기,2020-10-04,0
경기,2020-10-05,
경기,2020-10-06,
경기,2020-10-07,
경기,2020-10-08,
경기,2020-10-09,
경기,2020-10-10,
경기,2020-10-11,
경기,2020-10-12,
경기,2020-10-13,
경기,2020-10-14,
경기,2020-10-15,
경기,2020-10-16,
경기,2020-10-17,0.3
경기,2020-10-18,
경기,2020-10-19,
경기,2020-10-20,
경기,2020-10-21,
경기,2020-10-22,
경기,2020-10-23,
경기,2020-10-24,
경기,2020-10-25,
경기,2020-10-26,
경기,2020-10-27,
경기,2020-10-28,
경기,2020-10-29,
경기,2020-10-30,
경기,2020-10-31,
경기,2020-11-01,3.4
경기,2020-11-02,0.3
경기,2020-11-03,1.4
경기,2020-11-04,
경기,2020-11-05,
경기,2020-11-06,
경기,2020-11-07,
경기,2020-11-08,
경기,2020-11-09,0
경기,2020-11-10,
경기,2020-11-11,
경기,2020-11-12,
경기,2020-11-13,
경기,2020-11-14,
경기,2020-11-15,
경기,2020-11-16,
경기,2020-11-17,0.4
경기,2020-11-18,5.1
경기,2020-11-19,43.3
경기,2020-11-20,0
경기,2020-11-21,0
경기,2020-11-22,2.9
경기,2020-11-23,
경기,2020-11-24,
경기,2020-11-25,
경기,2020-11-26,
경기,2020-11-27,
경기,2020-11-28,
경기,2020-11-29,0
경기,2020-11-30,
경기,2020-12-01,
경기,2020-12-02,
경기,2020-12-03,
경기,2020-12-04,
경기,2020-12-05,
경기,2020-12-06,
경기,2020-12-07,
경기,2020-12-08,
경기,2020-12-09,
경기,2020-12-10,0
경기,2020-12-11,
경기,2020-12-12,
경기,2020-12-13,2.4
경기,2020-12-14,
경기,2020-12-15,
경기,2020-12-16,
경기,2020-12-17,0
경기,2020-12-18,1.1
경기,2020-12-19,
경기,2020-12-20,
경기,2020-12-21,
경기,2020-12-22,0.7
경기,2020-12-23,
경기,2020-12-24,0.2
경기,2020-12-25,
경기,2020-12-26,0
경기,2020-12-27,0
경기,2020-12-28,0
경기,2020-12-29,0.2
경기,2020-12-30,
경기,2020-12-31,0
경기,2021-01-01,0
경기,2021-01-02,
경기,2021-01-03,
경기,2021-01-04,0
경기,2021-01-05,0
경기,2021-01-06,5.7
경기,2021-01-07,
경기,2021-01-08,
경기,2021-01-09,
경기,2021-01-10,0
경기,2021-01-11,
경기,2021-01-12,1.5
경기,2021-01-13,
경기,2021-01-14,
경기,2021-01-15,0
경기,2021-01-16,
경기,2021-01-17,1.1
경기,2021-01-18,0.3
경기,2021-01-19,
경기,2021-01-20,
경기,2021-01-21,9.1
경기,2021-01-22,0
경기,2021-01-23,
경기,2021-01-24,
경기,2021-01-25,
경기,2021-01-26,4.1
경기,2021-01-27,
경기,2021-01-28,2.3
경기,2021-01-29,
경기,2021-01-30,0
경기,2021-01-31,
경기,2021-02-01,1.7
경기,2021-02-02,0.1
경기,2021-02-03,3.8
경기,2021-02-04,1.6
경기,2021-02-05,
경기,2021-02-06,
경기,2021-02-07,
경기,2021-02-08,
경기,2021-02-09,
경기,2021-02-10,
경기,2021-02-11,
경기,2021-02-12,
경기,2021-02-13,
경기,2021-02-14,0
경기,2021-02-15,0.6
경기,2021-02-16,1.9
경기,2021-02-17,
경기,2021-02-18,
경기,2021-02-19,
경기,2021-02-20,
경기,2021-02-21,
경기,2021-02-22,
경기,2021-02-23,
경기,2021-02-24,
경기,2021-02-25,
경기,2021-02-26,
경기,2021-02-27,
경기,2021-02-28,
경기,2021-03-01,70.7
경기,2021-03-02,0.2
경기,2021-03-03,
경기,2021-03-04,
경기,2021-03-05,
경기,2021-03-06,
경기,2021-03-07,
경기,2021-03-08,
경기,2021-03-09,
경기,2021-03-10,
경기,2021-03-11,
경기,2021-03-12,0.2
경기,2021-03-13,
경기,2021-03-14,
경기,2021-03-15,0.2
경기,2021-03-16,2.4
경기,2021-03-17,
경기,2021-03-18,
경기,2021-03-19,
경기,2021-03-20,3.7
경기,2021-03-21,
경기,2021-03-22,
경기,2021-03-23,
경기,2021-03-24,
경기,2021-03-25,
경기,2021-03-26,
경기,2021-03-27,20.1
경기,2021-03-28,5.2
경기,2021-03-29,0.1
경기,2021-03-30,
경기,2021-03-31,
경기,2021-04-01,
경기,2021-04-02,
경기,2021-04-03,46.7
경기,2021-04-04,0.5
경기,2021-04-05,
경기,2021-04-06,
경기,2021-04-07,
경기,2021-04-08,
경기,2021-04-09,
경기,2021-04-10,
경기,2021-04-11,
경기,2021-04-12,20.1
경기,2021-04-13,7.8
경기,2021-04-14,
경기,2021-04-15,
경기,2021-04-16,0.4
경기,2021-04-17,
경기,2021-04-18,
경기,2021-04-19,
경기,2021-04-20,
경기,2021-04-21,
경기,2021-04-22,0
경기,2021-04-23,0
경기,2021-04-24,
경기,2021-04-25,
경기,2021-04-26,
경기,2021-04-27,0
경기,2021-04-28,1.8
경기,2021-04-29,6.3
경기,2021-04-30,22.8
경기,2021-05-01,9.1
경기,2021-05-02,2.2
경기,2021-05-03,
경기,2021-05-04,18.8
경기,2021-05-05,0.1
경기,2021-05-06,
경기,2021-05-07,8.9
경기,2021-05-08,
경기,2021-05-09,
경기,2021-05-10,18.5
경기,2021-05-11,
경기,2021-05-12,
경기,2021-05-13,
경기,2021-05-14,
경기,2021-05-15,5.2
경기,2021-05-16,32.6
경기,2021-05-17,3.8
경기,2021-05-18,
경기,2021-05-19,
경기,2021-05-20,11.6
경기,2021-05-21,11.6
경기,2021-05-22,
경기,2021-05-23,
경기,2021-05-24,
경기,2021-05-25,5.4
경기,2021-05-26,0
경기,2021-05-27,6.5
경기,2021-05-28,21.7
경기,2021-05-29,0
경기,2021-05-30,18.7
경기,2021-05-31,4.5
경기,2021-06-01,0.6
경기,2021-06-02,
경기,2021-06-03,17.2
경기,2021-06-04,0
경기,2021-06-05,
경기,2021-06-06,
경기,2021-06-07,0
경기,2021-06-08,0.1
경기,2021-06-09,
경기,2021-06-10,8.3
경기,2021-06-11,7.3
경기,2021-06-12,
경기,2021-06-13,
경기,2021-06-14,
경기,2021-06-15,0.7
경기,2021-06-16,
경기,2021-06-17,0.1
경기,2021-06-18,6.2
경기,2021-06-19,
경기,2021-06-20,
경기,2021-06-21,
경기,2021-06-22,0
경기,2021-06-23,0.2
경기,2021-06-24,
경기,2021-06-25,
경기,2021-06-26,7.4
경기,2021-06-27,0.2
경기,2021-06-28,0.9
경기,2021-06-29,0.9
경기,2021-06-30,0
경기,2021-07-01,
경기,2021-07-02,
경기,2021-07-03,33.3
경기,2021-07-04,12.6
경기,2021-07-05,
경기,2021-07-06,0.3
경기,2021-07-07,23
경기,2021-07-08,4.2
경기,2021-07-09,
경기,2021-07-10,2.1
경기,2021-07-11,0
경기,2021-07-12,0
경기,2021-07-13,
경기,2021-07-14,
경기,2021-07-15,0
경기,2021-07-16,21.8
경기,2021-07-17,0
경기,2021-07-18,20.1
경기,2021-07-19,6.3
경기,2021-07-20,
경기,2021-07-21,
경기,2021-07-22,
경기,2021-07-23,
경기,2021-07-24,
경기,2021-07-25,
경기,2021-07-26,
경기,2021-07-27,
경기,2021-07-28,7.5
경기,2021-07-29,
경기,2021-07-30,
경기,2021-07-31,3.2
경기,2021-08-01,14.3
경기,2021-08-02,1.1
경기,2021-08-03,0
경기,2021-08-04,
경기,2021-08-05,
경기,2021-08-06,0
경기,2021-08-07,
경기,2021-08-08,0
경기,2021-08-09,
경기,2021-08-10,
경기,2021-08-11,1.5
경기,2021-08-12,0
경기,2021-08-13,
경기,2021-08-14,
경기,2021-08-15,
경기,2021-08-16,
경기,2021-08-17,1.5
경기,2021-08-18,31.1
경기,2021-08-19,
경기,2021-08-20,6.5
경기,2021-08-21,22.7
경기,2021-08-22,0
경기,2021-08-23,13.2
경기,2021-08-24,13.7
경기,2021-08-25,1.8
경기,2021-08-26,0
경기,2021-08-27,3.5
경기,2021-08-28,0
경기,2021-08-29,8.1
경기,2021-08-30,0
경기,2021-08-31,42.1
경기,2021-09-01,70.9
경기,2021-09-02,
경기,2021-09-03,
경기,2021-09-04,
경기,2021-09-05,
경기,2021-09-06,16.7
경기,2021-09-07,17.8
경기,2021-09-08,0.4
경기,2021-09-09,
경기,2021-09-10,
경기,2021-09-11,
경기,2021-09-12,
경기,2021-09-13,
경기,2021-09-14,
경기,2021-09-15,
경기,2021-09-16,
경기,2021-09-17,0
경기,2021-09-18,
경기,2021-09-19,
경기,2021-09-20,
경기,2021-09-21,30.1
경기,2021-09-22,15.6
경기,2021-09-23,
경기,2021-09-24,
경기,2021-09-25,0
경기,2021-09-26,
경기,2021-09-27,0
경기,2021-09-28,1.2
경기,2021-09-29,11.4
경기,2021-09-30,
경기,2021-10-01,6.2
경기,2021-10-02,1.9
경기,2021-10-03,
경기,2021-10-04,0
경기,2021-10-05,
경기,2021-10-06,0.8
경기,2021-10-07,3.2
경기,2021-10-08,2.5
경기,2021-10-09,0.2
경기,2021-10-10,9.1
경기,2021-10-11,0.1
경기,2021-10-12,0
경기,2021-10-13,
경기,2021-10-14,
경기,2021-10-15,0.5
경기,2021-10-16,0
경기,2021-10-17,
경기,2021-10-18,0
경기,2021-10-19,11.3
경기,2021-10-20,
경기,2021-10-21,
경기,2021-10-22,
경기,2021-10-23,
경기,2021-10-24,
경기,2021-10-25,
경기,2021-10-26,
경기,2021-10-27,0.2
경기,2021-10-28,
경기,2021-10-29,
경기,2021-10-30,
경기,2021-10-31,
경기,2021-11-01,
경기,2021-11-02,
경기,2021-11-03,0.8
경기,2021-11-04,0
경기,2021-11-05,
경기,2021-11-06,
경기,2021-11-07,
경기,2021-11-08,38.4
경기,2021-11-09,22.2
경기,2021-11-10,0.1
경기,2021-11-11,1.2
경기,2021-11-12,
경기,2021-11-13,
경기,2021-11-14,
경기,2021-11-15,
경기,2021-11-16,
경기,2021-11-17,
경기,2021-11-18,0
경기,2021-11-19,
경기,2021-11-20,
경기,2021-11-21,4.2
경기,2021-11-22,1.2
경기,2021-11-23,0
경기,2021-11-24,0.9
경기,2021-11-25,0.2
경기,2021-11-26,
경기,2021-11-27,
경기,2021-11-28,
경기,2021-11-29,
경기,2021-11-30,35
경기,2021-12-01,
