지점명,일시,일강수량(mm)
서울,2015-04-12,
서울,2015-04-13,6.5
서울,2015-04-14,10.5
서울,2015-04-15,1
서울,2015-04-16,7
서울,2015-04-17,
서울,2015-04-18,0
서울,2015-04-19,12
서울,2015-04-20,5.5
서울,2015-04-21,
서울,2015-04-22,0
서울,2015-04-23,
서울,2015-04-24,
서울,2015-04-25,
서울,2015-04-26,
서울,2015-04-27,
서울,2015-04-28,0
서울,2015-04-29,3.5
서울,2015-04-30,
서울,2015-05-01,
서울,2015-05-02,0.5
서울,2015-05-03,3.5
서울,2015-05-04,
서울,2015-05-05,
서울,2015-05-06,
서울,2015-05-07,
서울,2015-05-08,
서울,2015-05-09,
서울,2015-05-10,
서울,2015-05-11,14
서울,2015-05-12,9.5
서울,2015-05-13,0
서울,2015-05-14,
서울,2015-05-15,
서울,2015-05-16,
서울,2015-05-17,
서울,2015-05-18,
서울,2015-05-19,1
서울,2015-05-20,
서울,2015-05-21,
서울,2015-05-22,
서울,2015-05-23,
서울,2015-05-24,
서울,2015-05-25,
서울,2015-05-26,
서울,2015-05-27,
서울,2015-05-28,
서울,2015-05-29,
서울,2015-05-30,0.4
서울,2015-05-31,
서울,2015-06-01,
서울,2015-06-02,
서울,2015-06-03,
서울,2015-06-04,
서울,2015-06-05,1
서울,2015-06-06,
서울,2015-06-07,
서울,2015-06-08,
서울,2015-06-09,
서울,2015-06-10,
서울,2015-06-11,7.5
서울,2015-06-12,0.5
서울,2015-06-13,0.5
서울,2015-06-14,15.5
서울,2015-06-15,
서울,2015-06-16,
서울,2015-06-17,9.5
서울,2015-06-18,3
서울,2015-06-19,
서울,2015-06-20,44.5
서울,2015-06-21,
서울,2015-06-22,
서울,2015-06-23,
서울,2015-06-24,
서울,2015-06-25,2
서울,2015-06-26,12.5
서울,2015-06-27,
서울,2015-06-28,
서울,2015-06-29,0
서울,2015-06-30,2.5
서울,2015-07-01,0.5
서울,2015-07-02,
서울,2015-07-03,
서울,2015-07-04,
서울,2015-07-05,
서울,2015-07-06,
서울,2015-07-07,
서울,2015-07-08,0.5
서울,2015-07-09,
서울,2015-07-10,
서울,2015-07-11,0
서울,2015-07-12,29
서울,2015-07-13,10
서울,2015-07-14,
서울,2015-07-15,
서울,2015-07-16,
서울,2015-07-17,
서울,2015-07-18,0.5
서울,2015-07-19,5
서울,2015-07-20,
서울,2015-07-21,11
서울,2015-07-22,1
서울,2015-07-23,16
서울,2015-07-24,26.5
서울,2015-07-25,80
서울,2015-07-26,40.5
서울,2015-07-27,1.5
서울,2015-07-28,0
서울,2015-07-29,4
서울,2015-07-30,
서울,2015-07-31,
서울,2015-08-01,
서울,2015-08-02,16.5
서울,2015-08-03,0
서울,2015-08-04,
서울,2015-08-05,0.1
서울,2015-08-06,
서울,2015-08-07,11
서울,2015-08-08,7.5
서울,2015-08-09,
서울,2015-08-10,
서울,2015-08-11,
서울,2015-08-12,
서울,2015-08-13,0
서울,2015-08-14,
서울,2015-08-15,0.1
서울,2015-08-16,29
서울,2015-08-17,
서울,2015-08-18,
서울,2015-08-19,0
서울,2015-08-20,0.4
서울,2015-08-21,2.5
서울,2015-08-22,0
서울,2015-08-23,
서울,2015-08-24,
서울,2015-08-25,5.5
서울,2015-08-26,0
서울,2015-08-27,0
서울,2015-08-28,0.3
서울,2015-08-29,
서울,2015-08-30,0
서울,2015-08-31,
서울,2015-09-01,
서울,2015-09-02,0.5
서울,2015-09-03,18
서울,2015-09-04,
서울,2015-09-05,5
서울,2015-09-06,
서울,2015-09-07,
서울,2015-09-08,
서울,2015-09-09,
서울,2015-09-10,
서울,2015-09-11,2.5
서울,2015-09-12,
서울,2015-09-13,
서울,2015-09-14,
서울,2015-09-15,
서울,2015-09-16,
서울,2015-09-17,
서울,2015-09-18,
서울,2015-09-19,
서울,2015-09-20,
서울,2015-09-21,
서울,2015-09-22,
서울,2015-09-23,
서울,2015-09-24,
서울,2015-09-25,
서울,2015-09-26,
서울,2015-09-27,
서울,2015-09-28,0
서울,2015-09-29,
서울,2015-09-30,
서울,2015-10-01,35
서울,2015-10-02,
서울,2015-10-03,
서울,2015-10-04,
서울,2015-10-05,
서울,2015-10-06,
서울,2015-10-07,
서울,2015-10-08,
서울,2015-10-09,
서울,2015-10-10,3.5
서울,2015-10-11,3.5
서울,2015-10-12,
서울,2015-10-13,
서울,2015-10-14,
서울,2015-10-15,
서울,2015-10-16,
서울,2015-10-17,
서울,2015-10-18,
서울,2015-10-19,
서울,2015-10-20,
서울,2015-10-21,
서울,2015-10-22,
서울,2015-10-23,
서울,2015-10-24,10.5
서울,2015-10-25,
서울,2015-10-26,2
서울,2015-10-27,26.5
서울,2015-10-28,
서울,2015-10-29,0.5
서울,2015-10-30,
서울,2015-10-31,
서울,2015-11-01,
서울,2015-11-02,
서울,2015-11-03,
서울,2015-11-04,
서울,2015-11-05,
서울,2015-11-06,4.5
서울,2015-11-07,24.5
서울,2015-11-08,10.5
서울,2015-11-09,3.5
서울,2015-11-10,
서울,2015-11-11,
서울,2015-11-12,
서울,2015-11-13,22.5
서울,2015-11-14,3.5
서울,2015-11-15,
서울,2015-11-16,5.5
서울,2015-11-17,
서울,2015-11-18,5.5
서울,2015-11-19,
서울,2015-11-20,
서울,2015-11-21,
서울,2015-11-22,3.5
서울,2015-11-23,6.5
서울,2015-11-24,0.5
서울,2015-11-25,11
서울,2015-11-26,0
서울,2015-11-27,
서울,2015-11-28,0.1
서울,2015-11-29,3
서울,2015-11-30,
서울,2015-12-01,
서울,2015-12-02,13.5
서울,2015-12-03,7.1
서울,2015-12-04,
서울,2015-12-05,
서울,2015-12-06,
서울,2015-12-07,
서울,2015-12-08,
서울,2015-12-09,
서울,2015-12-10,0.3
서울,2015-12-11,
서울,2015-12-12,
서울,2015-12-13,
서울,2015-12-14,2.5
서울,2015-12-15,0.1
서울,2015-12-16,
서울,2015-12-17,
서울,2015-12-18,0
서울,2015-12-19,
서울,2015-12-20,
서울,2015-12-21,2
서울,2015-12-22,
서울,2015-12-23,0.4
서울,2015-12-24,
서울,2015-12-25,0
서울,2015-12-26,0.7
서울,2015-12-27,
서울,2015-12-28,
서울,2015-12-29,
서울,2015-12-30,2.5
서울,2015-12-31,
서울,2016-01-01,
서울,2016-01-02,
서울,2016-01-03,
서울,2016-01-04,
서울,2016-01-05,
서울,2016-01-06,
서울,2016-01-07,
서울,2016-01-08,
서울,2016-01-09,
서울,2016-01-10,
서울,2016-01-11,
서울,2016-01-12,
서울,2016-01-13,0.4
서울,2016-01-14,0
서울,2016-01-15,
서울,2016-01-16,0.1
서울,2016-01-17,
서울,2016-01-18,0.2
서울,2016-01-19,
서울,2016-01-20,
서울,2016-01-21,
서울,2016-01-22,
서울,2016-01-23,0
서울,2016-01-24,
서울,2016-01-25,
서울,2016-01-26,0.3
서울,2016-01-27,
서울,2016-01-28,
서울,2016-01-29,
서울,2016-01-30,
서울,2016-01-31,
서울,2016-02-01,
서울,2016-02-02,
서울,2016-02-03,
서울,2016-02-04,
서울,2016-02-05,
서울,2016-02-06,
서울,2016-02-07,
서울,2016-02-08,
서울,2016-02-09,
서울,2016-02-10,
서울,2016-02-11,0.1
서울,2016-02-12,18
서울,2016-02-13,21
서울,2016-02-14,2.5
서울,2016-02-15,0
서울,2016-02-16,0.8
서울,2016-02-17,
서울,2016-02-18,
서울,2016-02-19,
서울,2016-02-20,
서울,2016-02-21,
서울,2016-02-22,0
서울,2016-02-23,0.9
서울,2016-02-24,
서울,2016-02-25,
서울,2016-02-26,0
서울,2016-02-27,0.2
서울,2016-02-28,4.1
서울,2016-02-29,0
서울,2016-03-01,
서울,2016-03-02,
서울,2016-03-03,
서울,2016-03-04,0.1
서울,2016-03-05,40
서울,2016-03-06,0.2
서울,2016-03-07,0
서울,2016-03-08,
서울,2016-03-09,
서울,2016-03-10,
서울,2016-03-11,
서울,2016-03-12,
서울,2016-03-13,0.1
서울,2016-03-14,
서울,2016-03-15,
서울,2016-03-16,
서울,2016-03-17,
서울,2016-03-18,
서울,2016-03-19,
서울,2016-03-20,
서울,2016-03-21,
서울,2016-03-22,
서울,2016-03-23,
서울,2016-03-24,
서울,2016-03-25,
서울,2016-03-26,
서울,2016-03-27,
서울,2016-03-28,
서울,2016-03-29,0.1
서울,2016-03-30,
서울,2016-03-31,
서울,2016-04-01,
서울,2016-04-02,
서울,2016-04-03,2
서울,2016-04-04,
서울,2016-04-05,
서울,2016-04-06,3
서울,2016-04-07,7.5
서울,2016-04-08,
서울,2016-04-09,
서울,2016-04-10,
서울,2016-04-11,
서울,2016-04-12,
서울,2016-04-13,1
서울,2016-04-14,
서울,2016-04-15,
서울,2016-04-16,23.5
서울,2016-04-17,20.5
서울,2016-04-18,1.5
서울,2016-04-19,
서울,2016-04-20,0.5
서울,2016-04-21,17
서울,2016-04-22,0
서울,2016-04-23,
서울,2016-04-24,
서울,2016-04-25,
서울,2016-04-26,
서울,2016-04-27,
서울,2016-04-28,
서울,2016-04-29,0.3
서울,2016-04-30,
서울,2016-05-01,
서울,2016-05-02,16.5
서울,2016-05-03,27
서울,2016-05-04,
서울,2016-05-05,7.5
서울,2016-05-06,9.5
서울,2016-05-07,
서울,2016-05-08,
서울,2016-05-09,0
서울,2016-05-10,13.5
서울,2016-05-11,
서울,2016-05-12,
서울,2016-05-13,0.5
서울,2016-05-14,
서울,2016-05-15,45
서울,2016-05-16,2.5
서울,2016-05-17,
서울,2016-05-18,
서울,2016-05-19,
서울,2016-05-20,
서울,2016-05-21,
서울,2016-05-22,
서울,2016-05-23,
서울,2016-05-24,38.5
서울,2016-05-25,
서울,2016-05-26,0
서울,2016-05-27,
서울,2016-05-28,
서울,2016-05-29,
서울,2016-05-30,
서울,2016-05-31,
서울,2016-06-01,
서울,2016-06-02,
서울,2016-06-03,
서울,2016-06-04,
서울,2016-06-05,
서울,2016-06-06,0
서울,2016-06-07,0.1
서울,2016-06-08,
서울,2016-06-09,
서울,2016-06-10,
서울,2016-06-11,3
서울,2016-06-12,1.5
서울,2016-06-13,
서울,2016-06-14,0
서울,2016-06-15,15.5
서울,2016-06-16,0
서울,2016-06-17,
서울,2016-06-18,
서울,2016-06-19,0
서울,2016-06-20,
서울,2016-06-21,
서울,2016-06-22,30.5
서울,2016-06-23,0.1
서울,2016-06-24,3.5
서울,2016-06-25,
서울,2016-06-26,
서울,2016-06-27,
서울,2016-06-28,
서울,2016-06-29,
서울,2016-06-30,0.2
서울,2016-07-01,108.5
서울,2016-07-02,4
서울,2016-07-03,
서울,2016-07-04,29.5
서울,2016-07-05,100.5
서울,2016-07-06,0
서울,2016-07-07,0
서울,2016-07-08,
서울,2016-07-09,
서울,2016-07-10,
서울,2016-07-11,0
서울,2016-07-12,3
서울,2016-07-13,0
서울,2016-07-14,0.1
서울,2016-07-15,1.5
서울,2016-07-16,46.5
서울,2016-07-17,2.5
서울,2016-07-18,0.2
서울,2016-07-19,
서울,2016-07-20,
서울,2016-07-21,
서울,2016-07-22,
서울,2016-07-23,0.5
서울,2016-07-24,0.5
서울,2016-07-25,
서울,2016-07-26,
서울,2016-07-27,0.5
서울,2016-07-28,0.2
서울,2016-07-29,59.5
서울,2016-07-30,0.5
서울,2016-07-31,0.2
서울,2016-08-01,
서울,2016-08-02,2
서울,2016-08-03,
서울,2016-08-04,
서울,2016-08-05,
서울,2016-08-06,
서울,2016-08-07,
서울,2016-08-08,
서울,2016-08-09,1
서울,2016-08-10,
서울,2016-08-11,
서울,2016-08-12,
서울,2016-08-13,
서울,2016-08-14,0.2
서울,2016-08-15,0
서울,2016-08-16,0.5
서울,2016-08-17,
서울,2016-08-18,
서울,2016-08-19,11.5
서울,2016-08-20,
서울,2016-08-21,0
서울,2016-08-22,0.4
서울,2016-08-23,8
서울,2016-08-24,0
서울,2016-08-25,4.5
서울,2016-08-26,20
서울,2016-08-27,0
서울,2016-08-28,1.5
서울,2016-08-29,
서울,2016-08-30,0
서울,2016-08-31,17.5
서울,2016-09-01,
서울,2016-09-02,4.5
서울,2016-09-03,0.5
서울,2016-09-04,
서울,2016-09-05,
서울,2016-09-06,
서울,2016-09-07,
서울,2016-09-08,4.5
서울,2016-09-09,
서울,2016-09-10,
서울,2016-09-11,
서울,2016-09-12,2.5
서울,2016-09-13,
서울,2016-09-14,
서울,2016-09-15,
서울,2016-09-16,
서울,2016-09-17,7
서울,2016-09-18,
서울,2016-09-19,
서울,2016-09-20,
서울,2016-09-21,
서울,2016-09-22,
서울,2016-09-23,
서울,2016-09-24,
서울,2016-09-25,
서울,2016-09-26,
서울,2016-09-27,13.5
서울,2016-09-28,0.5
서울,2016-09-29,
서울,2016-09-30,
서울,2016-10-01,
서울,2016-10-02,18.5
서울,2016-10-03,6.5
서울,2016-10-04,
서울,2016-10-05,
서울,2016-10-06,
서울,2016-10-07,2
서울,2016-10-08,6
서울,2016-10-09,
서울,2016-10-10,
서울,2016-10-11,
서울,2016-10-12,
서울,2016-10-13,
서울,2016-10-14,
서울,2016-10-15,
서울,2016-10-16,1.5
서울,2016-10-17,
서울,2016-10-18,
서울,2016-10-19,
서울,2016-10-20,
서울,2016-10-21,
서울,2016-10-22,
서울,2016-10-23,2.5
서울,2016-10-24,
서울,2016-10-25,37
서울,2016-10-26,0
서울,2016-10-27,
서울,2016-10-28,0.3
서울,2016-10-29,
서울,2016-10-30,
서울,2016-10-31,0.5
서울,2016-11-01,
서울,2016-11-02,0.1
서울,2016-11-03,0.2
서울,2016-11-04,0
서울,2016-11-05,0
서울,2016-11-06,
서울,2016-11-07,5.5
서울,2016-11-08,0.5
서울,2016-11-09,
서울,2016-11-10,0.4
서울,2016-11-11,4
서울,2016-11-12,
서울,2016-11-13,0.5
서울,2016-11-14,1.5
서울,2016-11-15,
서울,2016-11-16,
서울,2016-11-17,
서울,2016-11-18,0
서울,2016-11-19,0
서울,2016-11-20,
서울,2016-11-21,
서울,2016-11-22,0.2
서울,2016-11-23,
서울,2016-11-24,
서울,2016-11-25,
서울,2016-11-26,2.8
서울,2016-11-27,0
서울,2016-11-28,
서울,2016-11-29,
서울,2016-11-30,1
서울,2016-12-01,
서울,2016-12-02,
서울,2016-12-03,
서울,2016-12-04,
서울,2016-12-05,1.5
서울,2016-12-06,
서울,2016-12-07,0
서울,2016-12-08,3
서울,2016-12-09,3
서울,2016-12-10,
서울,2016-12-11,
서울,2016-12-12,
서울,2016-12-13,
서울,2016-12-14,0.1
서울,2016-12-15,
서울,2016-12-16,
서울,2016-12-17,0
서울,2016-12-18,
서울,2016-12-19,0.1
서울,2016-12-20,
서울,2016-12-21,29
서울,2016-12-22,23.5
서울,2016-12-23,0.1
서울,2016-12-24,
서울,2016-12-25,
서울,2016-12-26,0
서울,2016-12-27,0.5
서울,2016-12-28,
서울,2016-12-29,0.3
서울,2016-12-30,
서울,2016-12-31,0
서울,2017-01-01,
서울,2017-01-02,0.3
서울,2017-01-03,
서울,2017-01-04,
서울,2017-01-05,
서울,2017-01-06,
서울,2017-01-07,
서울,2017-01-08,0
서울,2017-01-09,0
서울,2017-01-10,
서울,2017-01-11,
서울,2017-01-12,0
서울,2017-01-13,0.6
서울,2017-01-14,
서울,2017-01-15,
서울,2017-01-16,
서울,2017-01-17,
서울,2017-01-18,0
서울,2017-01-19,
서울,2017-01-20,4
서울,2017-01-21,2.1
서울,2017-01-22,0
서울,2017-01-23,
서울,2017-01-24,
서울,2017-01-25,
서울,2017-01-26,0.3
서울,2017-01-27,3
서울,2017-01-28,
서울,2017-01-29,4.5
서울,2017-01-30,0.1
서울,2017-01-31,
서울,2017-02-01,
서울,2017-02-02,
서울,2017-02-03,
서울,2017-02-04,
서울,2017-02-05,0.5
서울,2017-02-06,
서울,2017-02-07,
서울,2017-02-08,
서울,2017-02-09,
서울,2017-02-10,
서울,2017-02-11,
서울,2017-02-12,
서울,2017-02-13,
서울,2017-02-14,
서울,2017-02-15,
서울,2017-02-16,0
서울,2017-02-17,4
서울,2017-02-18,
서울,2017-02-19,1
서울,2017-02-20,0.5
서울,2017-02-21,
서울,2017-02-22,5.1
서울,2017-02-23,
서울,2017-02-24,
서울,2017-02-25,
서울,2017-02-26,
서울,2017-02-27,
서울,2017-02-28,
서울,2017-03-01,5
서울,2017-03-02,0.5
서울,2017-03-03,
서울,2017-03-04,
서울,2017-03-05,0.5
서울,2017-03-06,
서울,2017-03-07,0
서울,2017-03-08,0
서울,2017-03-09,
서울,2017-03-10,
서울,2017-03-11,
서울,2017-03-12,0
서울,2017-03-13,
서울,2017-03-14,
서울,2017-03-15,
서울,2017-03-16,
서울,2017-03-17,
서울,2017-03-18,
서울,2017-03-19,
서울,2017-03-20,
서울,2017-03-21,
서울,2017-03-22,
서울,2017-03-23,
서울,2017-03-24,
서울,2017-03-25,
서울,2017-03-26,
서울,2017-03-27,0.4
서울,2017-03-28,
서울,2017-03-29,
서울,2017-03-30,
서울,2017-03-31,1.5
서울,2017-04-01,1
서울,2017-04-02,
서울,2017-04-03,
서울,2017-04-04,
서울,2017-04-05,37.5
서울,2017-04-06,3
서울,2017-04-07,
서울,2017-04-08,0.5
서울,2017-04-09,0.5
서울,2017-04-10,
서울,2017-04-11,
서울,2017-04-12,
서울,2017-04-13,0
서울,2017-04-14,6
서울,2017-04-15,
서울,2017-04-16,
서울,2017-04-17,5.5
서울,2017-04-18,7.5
서울,2017-04-19,
서울,2017-04-20,0.1
서울,2017-04-21,
서울,2017-04-22,
서울,2017-04-23,
서울,2017-04-24,
서울,2017-04-25,
서울,2017-04-26,
서울,2017-04-27,
서울,2017-04-28,
서울,2017-04-29,
서울,2017-04-30,
서울,2017-05-01,
서울,2017-05-02,
서울,2017-05-03,
서울,2017-05-04,
서울,2017-05-05,
서울,2017-05-06,
서울,2017-05-07,
서울,2017-05-08,
서울,2017-05-09,2.5
서울,2017-05-10,2.5
서울,2017-05-11,0
서울,2017-05-12,
서울,2017-05-13,6
서울,2017-05-14,
서울,2017-05-15,0
서울,2017-05-16,
서울,2017-05-17,
서울,2017-05-18,
서울,2017-05-19,
서울,2017-05-20,
서울,2017-05-21,
서울,2017-05-22,
서울,2017-05-23,5
서울,2017-05-24,0.1
서울,2017-05-25,
서울,2017-05-26,
서울,2017-05-27,
서울,2017-05-28,
서울,2017-05-29,
서울,2017-05-30,
서울,2017-05-31,
서울,2017-06-01,
서울,2017-06-02,0
서울,2017-06-03,
서울,2017-06-04,
서울,2017-06-05,0
서울,2017-06-06,15.5
서울,2017-06-07,12.5
서울,2017-06-08,
서울,2017-06-09,0.1
서울,2017-06-10,4.5
서울,2017-06-11,
서울,2017-06-12,
서울,2017-06-13,0
서울,2017-06-14,
서울,2017-06-15,
서울,2017-06-16,
서울,2017-06-17,
서울,2017-06-18,
서울,2017-06-19,
서울,2017-06-20,0
서울,2017-06-21,0
서울,2017-06-22,
서울,2017-06-23,
서울,2017-06-24,3.5
서울,2017-06-25,1.5
서울,2017-06-26,29
서울,2017-06-27,0
서울,2017-06-28,
서울,2017-06-29,
서울,2017-06-30,
서울,2017-07-01,0.5
서울,2017-07-02,92
서울,2017-07-03,67.5
서울,2017-07-04,0.5
서울,2017-07-05,
서울,2017-07-06,34
서울,2017-07-07,16.5
서울,2017-07-08,4.5
서울,2017-07-09,32.5
서울,2017-07-10,144.5
서울,2017-07-11,1
서울,2017-07-12,0
서울,2017-07-13,
서울,2017-07-14,0
서울,2017-07-15,42.5
서울,2017-07-16,22.5
서울,2017-07-17,7.5
서울,2017-07-18,2.5
서울,2017-07-19,
서울,2017-07-20,
서울,2017-07-21,
서울,2017-07-22,0.5
서울,2017-07-23,133.5
서울,2017-07-24,3
서울,2017-07-25,
서울,2017-07-26,
서울,2017-07-27,3.5
서울,2017-07-28,8.5
서울,2017-07-29,0
서울,2017-07-30,
서울,2017-07-31,3.5
서울,2017-08-01,2
서울,2017-08-02,
서울,2017-08-03,
서울,2017-08-04,
서울,2017-08-05,0
서울,2017-08-06,5
서울,2017-08-07,
서울,2017-08-08,
서울,2017-08-09,2.5
서울,2017-08-10,5.5
서울,2017-08-11,0.5
서울,2017-08-12,
서울,2017-08-13,0
서울,2017-08-14,1.5
서울,2017-08-15,93.5
서울,2017-08-16,2
서울,2017-08-17,0.5
서울,2017-08-18,0
서울,2017-08-19,0
서울,2017-08-20,124.5
서울,2017-08-21,5
서울,2017-08-22,
서울,2017-08-23,31.5
서울,2017-08-24,14
서울,2017-08-25,
서울,2017-08-26,
서울,2017-08-27,0
서울,2017-08-28,9
서울,2017-08-29,
서울,2017-08-30,
서울,2017-08-31,
서울,2017-09-01,
서울,2017-09-02,
서울,2017-09-03,
서울,2017-09-04,
서울,2017-09-05,0
서울,2017-09-06,2
서울,2017-09-07,
서울,2017-09-08,
서울,2017-09-09,
서울,2017-09-10,0.5
서울,2017-09-11,24
서울,2017-09-12,
서울,2017-09-13,
서울,2017-09-14,
서울,2017-09-15,
서울,2017-09-16,
서울,2017-09-17,
서울,2017-09-18,
서울,2017-09-19,8
서울,2017-09-20,
서울,2017-09-21,
서울,2017-09-22,
서울,2017-09-23,0
서울,2017-09-24,0
서울,2017-09-25,
서울,2017-09-26,0
서울,2017-09-27,0.5
서울,2017-09-28,
서울,2017-09-29,
서울,2017-09-30,
서울,2017-10-01,4
서울,2017-10-02,1.5
서울,2017-10-03,
서울,2017-10-04,
서울,2017-10-05,
서울,2017-10-06,0.5
서울,2017-10-07,0
서울,2017-10-08,
서울,2017-10-09,0
서울,2017-10-10,0.4
서울,2017-10-11,20
서울,2017-10-12,
서울,2017-10-13,
서울,2017-10-14,
서울,2017-10-15,
서울,2017-10-16,
서울,2017-10-17,
서울,2017-10-18,0.1
서울,2017-10-19,
서울,2017-10-20,
서울,2017-10-21,
서울,2017-10-22,
서울,2017-10-23,
서울,2017-10-24,
서울,2017-10-25,
서울,2017-10-26,
서울,2017-10-27,
서울,2017-10-28,
서울,2017-10-29,
서울,2017-10-30,
서울,2017-10-31,
서울,2017-11-01,
서울,2017-11-02,1
서울,2017-11-03,1.5
서울,2017-11-04,
서울,2017-11-05,
서울,2017-11-06,
서울,2017-11-07,0
서울,2017-11-08,0
서울,2017-11-09,
서울,2017-11-10,7.5
서울,2017-11-11,
서울,2017-11-12,
서울,2017-11-13,4.5
서울,2017-11-14,
서울,2017-11-15,
서울,2017-11-16,
서울,2017-11-17,0
서울,2017-11-18,
서울,2017-11-19,
서울,2017-11-20,0
서울,2017-11-21,
서울,2017-11-22,0.5
서울,2017-11-23,1.2
서울,2017-11-24,0
서울,2017-11-25,24
서울,2017-11-26,
서울,2017-11-27,
서울,2017-11-28,0.5
서울,2017-11-29,0
서울,2017-11-30,
서울,2017-12-01,0
서울,2017-12-02,
서울,2017-12-03,4
서울,2017-12-04,0.1
서울,2017-12-05,0.1
서울,2017-12-06,1.2
서울,2017-12-07,
서울,2017-12-08,
서울,2017-12-09,
서울,2017-12-10,4.1
서울,2017-12-11,
서울,2017-12-12,
서울,2017-12-13,
서울,2017-12-14,
서울,2017-12-15,0
서울,2017-12-16,
서울,2017-12-17,
서울,2017-12-18,3.4
서울,2017-12-19,
서울,2017-12-20,0.2
서울,2017-12-21,
서울,2017-12-22,
서울,2017-12-23,
서울,2017-12-24,20
서울,2017-12-25,
서울,2017-12-26,
서울,2017-12-27,
서울,2017-12-28,0
서울,2017-12-29,0
서울,2017-12-30,0.7
서울,2017-12-31,1
서울,2018-01-01,
서울,2018-01-02,
서울,2018-01-03,
서울,2018-01-04,
서울,2018-01-05,
서울,2018-01-06,
서울,2018-01-07,
서울,2018-01-08,0.9
서울,2018-01-09,0.5
서울,2018-01-10,0.3
서울,2018-01-11,
서울,2018-01-12,0
서울,2018-01-13,0.4
서울,2018-01-14,
서울,2018-01-15,0.2
서울,2018-01-16,0
서울,2018-01-17,
서울,2018-01-18,0
서울,2018-01-19,
서울,2018-01-20,
서울,2018-01-21,
서울,2018-01-22,3.3
서울,2018-01-23,
서울,2018-01-24,
서울,2018-01-25,
서울,2018-01-26,
서울,2018-01-27,
서울,2018-01-28,
서울,2018-01-29,
서울,2018-01-30,2.9
서울,2018-01-31,0
서울,2018-02-01,
서울,2018-02-02,
서울,2018-02-03,0.5
서울,2018-02-04,
서울,2018-02-05,
서울,2018-02-06,
서울,2018-02-07,
서울,2018-02-08,
서울,2018-02-09,
서울,2018-02-10,
서울,2018-02-11,0
서울,2018-02-12,0
서울,2018-02-13,
서울,2018-02-14,
서울,2018-02-15,
서울,2018-02-16,
서울,2018-02-17,
서울,2018-02-18,
서울,2018-02-19,
서울,2018-02-20,
서울,2018-02-21,
서울,2018-02-22,0.4
서울,2018-02-23,3.7
서울,2018-02-24,
서울,2018-02-25,
서울,2018-02-26,
서울,2018-02-27,
서울,2018-02-28,25
서울,2018-03-01,0.5
서울,2018-03-02,
서울,2018-03-03,0
서울,2018-03-04,11.5
서울,2018-03-05,3.5
서울,2018-03-06,
서울,2018-03-07,0.5
서울,2018-03-08,4
서울,2018-03-09,
서울,2018-03-10,
서울,2018-03-11,
서울,2018-03-12,
서울,2018-03-13,
서울,2018-03-14,
서울,2018-03-15,27
서울,2018-03-16,
서울,2018-03-17,
서울,2018-03-18,0.5
서울,2018-03-19,1
서울,2018-03-20,
서울,2018-03-21,1
서울,2018-03-22,
서울,2018-03-23,
서울,2018-03-24,
서울,2018-03-25,
서울,2018-03-26,
서울,2018-03-27,
서울,2018-03-28,
서울,2018-03-29,
서울,2018-03-30,
서울,2018-03-31,
서울,2018-04-01,
서울,2018-04-02,
서울,2018-04-03,0.1
서울,2018-04-04,18.5
서울,2018-04-05,10.5
서울,2018-04-06,6.5
서울,2018-04-07,0.2
서울,2018-04-08,3
서울,2018-04-09,
서울,2018-04-10,5
서울,2018-04-11,
서울,2018-04-12,
서울,2018-04-13,
서울,2018-04-14,9
서울,2018-04-15,
서울,2018-04-16,
서울,2018-04-17,
서울,2018-04-18,
서울,2018-04-19,
서울,2018-04-20,
서울,2018-04-21,
서울,2018-04-22,15.5
서울,2018-04-23,59
서울,2018-04-24,3
서울,2018-04-25,
서울,2018-04-26,
서울,2018-04-27,
서울,2018-04-28,
서울,2018-04-29,
서울,2018-04-30,
서울,2018-05-01,0
서울,2018-05-02,12
서울,2018-05-03,1
서울,2018-05-04,
서울,2018-05-05,
서울,2018-05-06,22
서울,2018-05-07,
서울,2018-05-08,
서울,2018-05-09,
서울,2018-05-10,
서울,2018-05-11,
서울,2018-05-12,32
서울,2018-05-13,0.5
서울,2018-05-14,
서울,2018-05-15,0
서울,2018-05-16,45
서울,2018-05-17,83
서울,2018-05-18,6.5
서울,2018-05-19,
서울,2018-05-20,
서울,2018-05-21,
서울,2018-05-22,12.5
서울,2018-05-23,6.5
서울,2018-05-24,
서울,2018-05-25,
서울,2018-05-26,
서울,2018-05-27,
서울,2018-05-28,
서울,2018-05-29,1
서울,2018-05-30,0
서울,2018-05-31,
서울,2018-06-01,
서울,2018-06-02,
서울,2018-06-03,
서울,2018-06-04,
서울,2018-06-05,
서울,2018-06-06,
서울,2018-06-07,
서울,2018-06-08,
서울,2018-06-09,0.5
서울,2018-06-10,0.5
서울,2018-06-11,5
서울,2018-06-12,0
서울,2018-06-13,0
서울,2018-06-14,29
서울,2018-06-15,16.5
서울,2018-06-16,
서울,2018-06-17,
서울,2018-06-18,
서울,2018-06-19,
서울,2018-06-20,
서울,2018-06-21,
서울,2018-06-22,
서울,2018-06-23,
서울,2018-06-24,
서울,2018-06-25,
서울,2018-06-26,71.5
서울,2018-06-27,1
서울,2018-06-28,26.5
서울,2018-06-29,6.5
서울,2018-06-30,14.5
서울,2018-07-01,83.5
서울,2018-07-02,59.5
서울,2018-07-03,0.1
서울,2018-07-04,
서울,2018-07-05,0.5
서울,2018-07-06,
서울,2018-07-07,
서울,2018-07-08,
